,<module 'loss.CompositionalLoss' from '/share/temp/students/jonah/ma-jonah/pipeline/loss/CompositionalLoss.py'>,<module 'loss.CompositionalLoss' from '/share/temp/students/jonah/ma-jonah/pipeline/loss/CompositionalLoss.py'>
epoch,train_loss,val_loss
1,8300.882332357762,8400.531468101926
2,7882.1607089007275,9003.27206212255
3,7889.918807751333,8418.979206726204
4,7881.364417592573,8590.856884038618
5,7884.755793520301,8242.680779048209
6,7887.127651119453,8523.155164683274
7,7876.830445865715,8674.364376804162
8,7876.111765314648,8174.936387976916
9,15847892.502009623,2097232.312285162
10,7895.432222772216,716340.7238890452
11,7630.601185372689,1683784.7483630485
12,7621.991244414381,4927925.150948936
13,11052.405549421263,370768.535307586
14,7617.417530639515,776924.2496737373
15,78549.26943943364,8943.863835406934
16,7834.229035422639,8412.16021811973
17,7688.208520451374,12622.944738461667
18,7647.8278820178475,8364.145428583637
19,7639.91752395602,8878.700895019087
20,7616.33328545971,8398.385756134154
21,7550.569057933837,8767.396535265449
22,7550.053339186688,8360.219163503447
23,7546.849995146298,8488.62330088214
24,7545.402877746352,8459.787337714362
25,7541.7489851782075,10404.013212674006
