,MSELoss(),MSELoss()
epoch,train_loss,val_loss
1,4209.208437107949,1808.4778577193474
2,570.6868112680106,816.0007846054522
3,283.786658902876,1095.3098331747703
4,229.57398679041805,745.8052223492595
5,192.90680231247507,739.5920846716872
6,178.52493362055498,721.9323935879087
7,168.84547814510745,705.5439034110134
8,160.50871975195668,692.6500399830272
9,152.0776123009749,719.9169946457575
10,143.35136960997198,729.71486612894
11,134.26049488559548,683.8164621279078
12,124.3287802034921,717.0358971068002
13,115.0543890421698,695.5361805795466
14,106.38518358773558,693.6204010051431
15,98.3522640423183,694.0523983390586
16,91.82310262526909,709.4352914500005
17,84.24470188298655,696.9333777682295
18,78.70716324130984,697.3735848723106
19,72.81471558638152,712.4702090383734
20,67.68750978363111,676.4819981774081
21,63.141604435124826,680.9475479704662
22,59.01388193673461,692.2612231425869
23,54.99771915445073,683.1541848020646
24,51.20256651996696,672.0982159434013
25,47.54812554408164,671.2540812955319
26,44.931890210153995,690.2244367414307
27,42.54303338545082,683.4299631813197
28,39.4368794285758,678.2352239530063
29,37.96001731148601,682.653851131791
30,36.11947474978556,666.2985927364201
31,33.72829405698753,686.673840830627
32,32.416702387454734,675.75357493845
33,31.42528175483945,673.9170465399918
34,29.200700700486085,676.7374967301934
35,28.270208554604338,673.9914722164858
36,27.10687819524983,675.0053275001859
37,26.539213089119198,675.292762184606
38,25.168027081454756,670.275791871895
39,24.40503703439903,680.7204829234521
40,23.52899408456473,674.8087744689682
41,23.375352840005917,674.4290171410273
42,22.005965555381312,670.2441037615527
43,21.729832483556148,673.0915056733252
44,20.753776010573635,675.7024818311618
45,20.529301365854675,676.8089155919344
46,19.730993065288757,668.0638661662351
47,19.045467512218913,674.8345573689173
48,19.165462833599452,670.8201765655314
49,18.118368031392713,671.4860999896688
50,18.014708018244907,672.7952691756406
51,17.642817094900312,669.3148474496545
52,17.306202345984985,670.3627306431242
53,17.04684502678196,674.5884975623159
54,16.894149404372612,674.9721841383906
55,16.378117634200123,675.2193695769727
56,16.03106864038175,672.9983376773815
57,15.913724711805655,668.4865527847438
58,15.367834363598604,668.6026414933714
59,15.162259655973337,669.4013100712044
60,15.140842964005296,666.6029917673
61,14.881481461629381,671.9928738469059
62,14.653907383735453,674.1821148858487
63,14.237845871918394,669.111945339777
64,14.34727474778818,671.6743716140395
65,13.829925277227323,671.5549696151493
66,13.97230613968378,670.199802900981
67,13.559946999468652,668.1569144621636
68,13.482454073922188,667.2096696594386
69,13.179736944416724,674.1191930007009
70,13.465809247093478,668.1432957278872
71,13.01723105251934,669.7291294833989
72,13.064552495079319,667.7401510789556
73,12.553382469789826,671.742894862462
74,12.566632689872797,670.5312619429191
75,12.526827840503405,668.2838184463168
76,12.269383132080673,666.9410365056066
77,12.396604914328767,674.8349815618644
78,12.042167759637763,668.7874607310712
79,12.043568103446868,666.0604371584735
80,11.978296412632703,669.7710128119849
81,11.812463090019504,668.4329954489921
82,11.939508219066907,660.943459351086
83,11.462585622550797,667.201887783495
84,11.436840976705806,667.8872629149446
85,11.299960348959967,666.7942681416724
86,11.393170916889126,671.500558577695
87,11.013071133504528,668.4403428452687
88,10.897677913721461,666.3158350013993
89,11.04608925566476,668.0786016415624
90,11.079820286502514,672.1471038616977
91,10.906344314677291,671.2760585997869
92,10.785555373143106,671.3426578658299
93,10.64291836791955,669.7812542556559
94,10.56692002730358,669.5267304668149
95,10.468436244398427,671.2840918730764
96,10.349580137108944,674.5593779955095
97,10.411252319493723,667.0347513191908
98,10.20339288688344,669.0133526591421
99,10.117346033620718,674.1476493680361
100,10.13798726446147,668.8102667100221
