,MSELoss(),MSELoss()
epoch,train_loss,val_loss
1,6226.368601258364,5121.0921705762785
2,4186.913063647045,4417.747019381888
3,3534.512612605037,4366.459614156953
4,3389.122593790133,4273.39153335219
5,3275.497949668903,4218.919546532891
6,3159.895018819359,4172.170416969865
7,3055.6529154682394,4116.564377238945
8,2962.0741313999297,4071.2576654927843
9,2865.1000662550728,4061.1014626596852
10,2756.2178523905955,4051.5357300954197
11,2635.6022074840944,4024.4191865330044
12,2520.6195387540943,4053.5133533408257
13,2396.8944958554566,4059.631153046433
14,2279.282747431103,4086.544404021735
15,2163.7793270510188,4109.565580866317
16,2058.791560187885,4128.521533618431
17,1965.0101826934629,4164.445847354857
18,1876.6790915593613,4179.0472734527775
19,1799.349593418706,4203.674985150955
20,1725.2635504214434,4216.947217123187
21,1657.4632308723283,4259.342129574077
22,1590.638516121189,4251.232135503868
23,1529.7639798607559,4287.952283365614
24,1476.091430648748,4286.8731414220165
25,1427.704143468945,4327.87200581955
26,1375.2962503298645,4343.261902156751
27,1331.1677248423407,4371.6020124256975
28,1286.650665980244,4378.116769283105
29,1244.6626181869321,4400.2311837114075
30,1201.445571658095,4423.024314514198
31,1164.995414117595,4464.891306477358
32,1129.1728851471505,4505.435930843052
33,1094.0002413074465,4517.044413486634
34,1059.2012902016188,4546.706780782447
35,1028.8012675501134,4541.490821847649
36,994.666686896164,4575.931262066124
37,963.5888286590576,4567.109330781031
38,935.7847985678345,4548.85610980918
39,907.5305150312809,4602.721305518075
40,878.4676023979837,4605.597848301235
41,850.1685032791174,4666.167392026176
42,825.089420748337,4608.438535039074
43,802.2806168266167,4634.469081164855
44,779.2681762848457,4694.518986846812
45,756.8557582878428,4685.32817958308
46,735.8027705770339,4720.081310680107
47,715.3498919582134,4727.584501166824
48,695.5228145469424,4697.844550965913
49,677.5028724470858,4777.528102531757
50,660.4477055811824,4775.94347740813
51,642.519451323739,4788.062175797084
52,628.6507154283732,4739.758039954221
53,614.1020225292865,4798.948154741475
54,596.9992780485873,4799.16378301201
55,583.9798893336832,4805.729814740316
56,570.3532357672996,4784.483259977431
57,558.5331622269902,4813.350600904277
58,546.7353765872854,4826.674010141217
59,534.4014081583696,4822.141973256775
60,521.4751984454709,4848.066992383102
61,510.71410078897964,4860.914716880492
62,500.4196402737694,4839.4286939080985
63,490.58623988993844,4849.487910515193
64,482.56162389676354,4833.408617707967
65,474.622961152441,4861.314057912166
66,466.52576066177255,4886.941345984273
67,459.9538543956413,4861.860373583918
68,452.0073316481282,4879.8570594648545
69,445.38437547010807,4882.046750060553
70,439.29843419532125,4886.630928090537
71,430.8278558628983,4913.240676926234
72,425.6649125301055,4883.268557867187
73,422.28525616861606,4893.150522072145
74,415.3779107133257,4924.469294157527
75,407.2246474913437,4904.206835272825
76,403.12532741565195,4902.652727180379
77,398.47798782543543,4885.224583575966
78,391.49912527413846,4907.664030513091
79,386.5217574367848,4908.905951160417
80,381.6615787441133,4932.455525056414
81,375.97736016340787,4942.405981483321
82,373.82896956190865,4891.798296088292
83,368.2162573375841,4929.467037761777
84,365.10625625619633,4951.719946456854
85,360.82575260218044,4936.150116750131
86,357.5536103995757,4948.68872734524
87,351.8748403168653,4932.041763342745
88,351.3782995377144,4929.824859266872
89,346.9631377846655,4974.894548576049
90,343.2360433708432,4956.369345186403
91,340.26113818509737,4965.913869294622
92,336.54678038993893,4965.817642490021
93,333.95870240807824,4940.610237214284
94,331.7590603863236,4949.647763271958
95,327.9610623285428,4985.7970057379725
96,325.2360149081896,4972.4320967293015
97,319.4371118364543,4998.837352613632
98,319.0186462956913,4963.829592810222
99,315.7179720771864,4961.417168400557
100,314.58957621604566,4989.114320595094
