,MSELoss(),MSELoss()
epoch,train_loss,val_loss
1,5473.403957632394,3821.2767362165855
2,2780.721609742102,2177.2014452168314
3,1446.3168593654957,1435.5707537904834
4,716.4315028429611,1066.0942609469482
5,389.09195452687806,852.9649777418208
6,285.3391621610544,810.8671536173305
7,255.64217821478553,765.3853790079258
8,232.11280430146377,761.70208848696
9,202.2685074520807,781.6109979566943
10,188.1576749722743,793.0745318912215
11,178.9772470404632,765.9625275473983
12,169.8723914645304,794.9768846565145
13,160.74837068896514,779.1782079444042
14,152.06816976041398,744.9472676690845
15,144.080087296052,819.2193519527393
16,136.24828664682207,762.4418655525291
17,128.78043531524585,783.5831778956212
18,121.37367472126536,788.5396163912619
19,114.48810486897935,762.1601056554338
20,107.91754734382722,741.3985813066707
21,102.18941744969129,822.0882472876066
22,96.97086203637784,790.5109989796636
23,92.38989087775386,803.7868344873589
24,88.10985989396589,795.6265628184321
25,84.25309245719816,758.1354404787826
26,80.68455990422382,762.0647493434271
27,77.02859646316863,738.727573151432
28,73.41036528009568,767.1671006213127
29,69.71718888897675,736.5434397515521
30,66.10210027439462,744.5693560979201
31,62.64466788391707,769.1623110093294
32,59.07356176260324,785.1060058146462
33,56.074967575537315,736.8186941309079
34,53.25029229537704,760.882711391982
35,50.58821552165233,766.8186131439116
36,48.21473763366105,747.679908509098
37,46.07489324277335,752.6757485620307
38,43.97172071452268,739.8879737147149
39,42.131448377948026,746.6165232003676
40,40.497213445324675,756.9161305630338
41,38.921079178970224,754.9474558349368
42,37.48212428870282,750.8458861412429
43,36.13519315696401,741.6338254666705
44,34.89190035191186,744.7568830105398
45,33.78616294721618,732.0902455782978
46,32.65607013609578,742.6033903993349
47,31.677130941172877,736.4479891034262
48,30.63450033113614,742.3835390932215
49,29.779225310443962,745.4217981428885
50,28.91958339695803,740.37082578374
51,28.12913068553247,735.5068349270456
52,27.353954007967836,743.1867213556283
53,26.529402827984516,738.3144066765416
54,25.890372025705602,746.9187299339044
55,25.11828929386,731.2422127150098
56,24.623233245701105,724.9805784735327
57,23.966084733902683,724.9923281455243
58,23.36903102647359,721.0523212161708
59,22.863349967919415,751.4698314319114
60,22.295398148306965,739.891877051547
61,21.761094059909347,739.0720282985692
62,21.229191661751184,744.3076609545461
63,20.761064335667594,722.9728359324384
64,20.389510576336342,712.8927111295419
65,19.89870626630574,713.8648571093202
66,19.479957950666293,745.574006688986
67,19.136255158473105,720.8362654921206
68,18.837433404992098,719.9035459949498
69,18.352910334872504,709.6376994510757
70,18.05521744150315,717.1952559191865
71,17.77114398427253,722.9246555075756
72,17.393234832095402,710.260565666208
73,17.126419580881905,731.0175479747545
74,16.808721591086282,749.8986079643593
75,16.526751311039984,724.5693690003341
76,16.28283184288192,726.291704381222
77,16.036084887233095,719.9382080081601
78,15.7815965900746,728.0804765911033
79,15.539593346101524,718.8699946704786
80,15.335837399698521,716.0471781658807
81,15.113252333016872,718.2149629135179
82,14.942964637830599,715.1682489859811
83,14.708702536859072,709.0313355253504
84,14.572312958455143,704.8797061950294
85,14.37736257079744,723.7133503203548
86,14.157167714529663,711.5156317823278
87,13.957523428204576,714.0763616422836
88,13.836191359749675,715.8850785159253
89,13.742055720192383,725.2751668255645
90,13.531587074794908,716.8935826974824
91,13.390978014266114,725.1478082140045
92,13.186828826523755,714.9575243755215
93,13.05031284787069,706.1779056140024
94,12.995718110448832,712.4350507065274
95,12.836903486344646,715.3038497921328
96,12.707072070857324,713.4911335154843
97,12.532653487801841,712.6559160239497
98,12.43846006265812,702.471674075538
99,12.399741073130402,709.2208375009558
100,12.206010739240623,706.9624359958227
