,MSELoss(),MSELoss()
epoch,train_loss,val_loss
1,1420.5529320468577,218.62983083724976
2,66.41334294135844,137.3984171927554
3,35.2583782734372,337.50031368362096
4,23.153006298872675,320.83503627950705
5,24.922755597571676,104.4042563253236
6,18.76563950721945,155.75272333853454
7,20.996289072477616,96.85946119294583
8,16.869396199507143,152.04061820813754
9,15.781752112544076,215.45290496222023
10,16.221779732344505,205.05255701472458
11,13.701899598810794,171.35588518624166
12,12.901518832622074,219.15060957311425
13,12.647381328086203,281.55453001150806
14,12.148443903656192,212.3390493520255
15,11.292680231382088,328.8424167806662
16,10.907422731334565,131.06120301334605
17,10.256854614086105,213.19116995114726
18,9.442676017580242,162.72291318855238
19,9.276194180885371,203.06530961770457
20,8.618279087108418,179.71419020763878
21,8.296362783496978,246.53301862200487
22,7.532959457847614,184.04729430825964
23,7.070279874244745,137.74963456160813
24,6.860316083611073,245.85545022684394
25,6.53368260680614,126.9300114312797
26,6.133651212706183,221.5245301405203
27,5.6539512012416715,228.7914321645371
28,5.360026383341954,139.89596302995403
29,5.012439000461513,139.1565684896071
30,5.056963953542593,128.3492391300433
31,4.581110329755611,188.87230677859296
32,4.314313076650429,126.13769214969237
33,4.247019445751125,261.1337601308105
34,4.0251061773648225,168.11122357642768
35,3.842192404577622,111.86543417497747
36,3.7363951439985104,159.12895356219948
37,3.571161168045081,180.98795027871734
38,3.321913009780457,141.68254986492175
39,3.411907133510803,148.73276615895114
40,3.0784150001196386,126.41108842584693
41,3.1152508648062565,117.49299484202005
42,2.7999972408995433,104.1917739684142
43,2.9329483307191055,123.90427998547415
44,2.677876562619731,127.15922885959588
45,2.640638942614089,155.26445712684426
46,2.5491174328356183,121.59833199364468
47,2.493780790918355,98.64131430399071
48,2.392165368374827,124.10972329250818
49,2.3263001075916336,99.07669287225575
50,2.3204020120221625,138.28699939488206
51,2.2949502370653363,139.86733593119
52,2.1319963756268914,119.50265677577083
53,2.106319837152523,125.64880137073183
54,2.0309728493655683,137.11255149702424
55,2.0653551351124935,119.82067236448954
56,1.972754130862345,120.26595163490008
57,1.8976499698457927,122.41544490705417
58,1.9050269585746338,144.43036067341137
59,1.895652685200211,108.19720500591889
60,1.8594751659681037,123.08525329307444
61,1.7561243115260363,139.38341472536615
62,1.761830675514945,114.62218470972718
63,1.688406863061761,126.50819398998057
64,1.7531128570111127,115.4315219726956
65,1.6572792223770254,121.1762755154406
66,1.6161035613712023,123.82844322833043
67,1.5889084699670184,112.98950352309977
68,1.5924313217474015,133.6301311028814
69,1.5647090586722623,141.8627096669188
70,1.5339945012925604,125.11897634823346
71,1.498119033514148,127.43273424176337
72,1.483887856778147,110.59112330403143
73,1.4824038574875416,106.01231416828423
74,1.4504459480299567,140.87356343662856
75,1.4270843288324175,119.5714903332076
76,1.4217439580137712,110.81914637129283
77,1.4035686920159054,100.90428510973754
78,1.4452478517000982,105.16017380472526
79,1.3259444386419588,108.6476129550957
80,1.365501695450785,113.57111412344626
81,1.319455256572315,113.2963815209935
82,1.350922016360754,109.1340388962366
83,1.286781610305582,119.20934894912452
84,1.2790101580956266,114.91961697293716
85,1.293799156864194,118.96990875017296
86,1.27334445767159,119.95021920238884
87,1.2438409238256096,107.4930575565227
88,1.250342582061053,112.08047881172699
89,1.2220697098984916,118.31692799867936
90,1.2832738510303543,111.0367055263334
91,1.1710653502285626,108.91870877088853
92,1.1776136751882642,107.68412960733025
93,1.17447419964194,116.83107296037443
94,1.1732022894559986,121.83049111950744
95,1.1899821400352348,119.3150895145333
96,1.1448840625094672,128.4000020030054
97,1.134157755224084,119.42352790768864
98,1.1341622066613821,112.71894657640782
99,1.1339370956386092,126.6123742808416
100,1.1108380988856592,115.60194938854106
